class(r3,Y)	+class(r3,person)	+class(r3,student)	-class(r3,course)	-class(r3,department)	-class(r3,faculty)	-class(r3,researchproject)	-class(r3,staff)
class(r1155,Y)	+class(r1155,department)	-class(r1155,course)	-class(r1155,faculty)	-class(r1155,person)	-class(r1155,researchproject)	-class(r1155,staff)	-class(r1155,student)
class(r1156,Y)	+class(r1156,department)	-class(r1156,course)	-class(r1156,faculty)	-class(r1156,person)	-class(r1156,researchproject)	-class(r1156,staff)	-class(r1156,student)
class(r1157,Y)	+class(r1157,department)	-class(r1157,course)	-class(r1157,faculty)	-class(r1157,person)	-class(r1157,researchproject)	-class(r1157,staff)	-class(r1157,student)
class(r1158,Y)	+class(r1158,department)	-class(r1158,course)	-class(r1158,faculty)	-class(r1158,person)	-class(r1158,researchproject)	-class(r1158,staff)	-class(r1158,student)
class(r1159,Y)	+class(r1159,department)	-class(r1159,course)	-class(r1159,faculty)	-class(r1159,person)	-class(r1159,researchproject)	-class(r1159,staff)	-class(r1159,student)
class(r1160,Y)	+class(r1160,faculty)	+class(r1160,person)	-class(r1160,course)	-class(r1160,department)	-class(r1160,researchproject)	-class(r1160,staff)	-class(r1160,student)
class(r1161,Y)	+class(r1161,faculty)	+class(r1161,person)	-class(r1161,course)	-class(r1161,department)	-class(r1161,researchproject)	-class(r1161,staff)	-class(r1161,student)
class(r1162,Y)	+class(r1162,department)	-class(r1162,course)	-class(r1162,faculty)	-class(r1162,person)	-class(r1162,researchproject)	-class(r1162,staff)	-class(r1162,student)
class(r1163,Y)	+class(r1163,department)	-class(r1163,course)	-class(r1163,faculty)	-class(r1163,person)	-class(r1163,researchproject)	-class(r1163,staff)	-class(r1163,student)
class(r1164,Y)	+class(r1164,department)	-class(r1164,course)	-class(r1164,faculty)	-class(r1164,person)	-class(r1164,researchproject)	-class(r1164,staff)	-class(r1164,student)
class(r1165,Y)	+class(r1165,department)	-class(r1165,course)	-class(r1165,faculty)	-class(r1165,person)	-class(r1165,researchproject)	-class(r1165,staff)	-class(r1165,student)
class(r1166,Y)	+class(r1166,department)	-class(r1166,course)	-class(r1166,faculty)	-class(r1166,person)	-class(r1166,researchproject)	-class(r1166,staff)	-class(r1166,student)
class(r1168,Y)	+class(r1168,department)	-class(r1168,course)	-class(r1168,faculty)	-class(r1168,person)	-class(r1168,researchproject)	-class(r1168,staff)	-class(r1168,student)
class(r1169,Y)	+class(r1169,department)	-class(r1169,course)	-class(r1169,faculty)	-class(r1169,person)	-class(r1169,researchproject)	-class(r1169,staff)	-class(r1169,student)
class(r1170,Y)	+class(r1170,department)	-class(r1170,course)	-class(r1170,faculty)	-class(r1170,person)	-class(r1170,researchproject)	-class(r1170,staff)	-class(r1170,student)
class(r1171,Y)	+class(r1171,department)	-class(r1171,course)	-class(r1171,faculty)	-class(r1171,person)	-class(r1171,researchproject)	-class(r1171,staff)	-class(r1171,student)
class(r1172,Y)	+class(r1172,department)	-class(r1172,course)	-class(r1172,faculty)	-class(r1172,person)	-class(r1172,researchproject)	-class(r1172,staff)	-class(r1172,student)
class(r1173,Y)	+class(r1173,department)	-class(r1173,course)	-class(r1173,faculty)	-class(r1173,person)	-class(r1173,researchproject)	-class(r1173,staff)	-class(r1173,student)
class(r1174,Y)	+class(r1174,department)	-class(r1174,course)	-class(r1174,faculty)	-class(r1174,person)	-class(r1174,researchproject)	-class(r1174,staff)	-class(r1174,student)
class(r1175,Y)	+class(r1175,department)	-class(r1175,course)	-class(r1175,faculty)	-class(r1175,person)	-class(r1175,researchproject)	-class(r1175,staff)	-class(r1175,student)
class(r1176,Y)	+class(r1176,department)	-class(r1176,course)	-class(r1176,faculty)	-class(r1176,person)	-class(r1176,researchproject)	-class(r1176,staff)	-class(r1176,student)
class(r1177,Y)	+class(r1177,department)	-class(r1177,course)	-class(r1177,faculty)	-class(r1177,person)	-class(r1177,researchproject)	-class(r1177,staff)	-class(r1177,student)
class(r1178,Y)	+class(r1178,department)	-class(r1178,course)	-class(r1178,faculty)	-class(r1178,person)	-class(r1178,researchproject)	-class(r1178,staff)	-class(r1178,student)
class(r1179,Y)	+class(r1179,department)	-class(r1179,course)	-class(r1179,faculty)	-class(r1179,person)	-class(r1179,researchproject)	-class(r1179,staff)	-class(r1179,student)
class(r1180,Y)	+class(r1180,department)	-class(r1180,course)	-class(r1180,faculty)	-class(r1180,person)	-class(r1180,researchproject)	-class(r1180,staff)	-class(r1180,student)
class(r1181,Y)	+class(r1181,department)	-class(r1181,course)	-class(r1181,faculty)	-class(r1181,person)	-class(r1181,researchproject)	-class(r1181,staff)	-class(r1181,student)
class(r1182,Y)	+class(r1182,department)	-class(r1182,course)	-class(r1182,faculty)	-class(r1182,person)	-class(r1182,researchproject)	-class(r1182,staff)	-class(r1182,student)
class(r1183,Y)	+class(r1183,department)	-class(r1183,course)	-class(r1183,faculty)	-class(r1183,person)	-class(r1183,researchproject)	-class(r1183,staff)	-class(r1183,student)
class(r1185,Y)	+class(r1185,department)	-class(r1185,course)	-class(r1185,faculty)	-class(r1185,person)	-class(r1185,researchproject)	-class(r1185,staff)	-class(r1185,student)
class(r1184,Y)	+class(r1184,department)	-class(r1184,course)	-class(r1184,faculty)	-class(r1184,person)	-class(r1184,researchproject)	-class(r1184,staff)	-class(r1184,student)
class(r1186,Y)	+class(r1186,department)	-class(r1186,course)	-class(r1186,faculty)	-class(r1186,person)	-class(r1186,researchproject)	-class(r1186,staff)	-class(r1186,student)
class(r1187,Y)	+class(r1187,department)	-class(r1187,course)	-class(r1187,faculty)	-class(r1187,person)	-class(r1187,researchproject)	-class(r1187,staff)	-class(r1187,student)
class(r1188,Y)	+class(r1188,department)	-class(r1188,course)	-class(r1188,faculty)	-class(r1188,person)	-class(r1188,researchproject)	-class(r1188,staff)	-class(r1188,student)
class(r1189,Y)	+class(r1189,researchproject)	-class(r1189,course)	-class(r1189,department)	-class(r1189,faculty)	-class(r1189,person)	-class(r1189,staff)	-class(r1189,student)
class(r1190,Y)	+class(r1190,department)	-class(r1190,course)	-class(r1190,faculty)	-class(r1190,person)	-class(r1190,researchproject)	-class(r1190,staff)	-class(r1190,student)
class(r1191,Y)	+class(r1191,department)	-class(r1191,course)	-class(r1191,faculty)	-class(r1191,person)	-class(r1191,researchproject)	-class(r1191,staff)	-class(r1191,student)
class(r1192,Y)	+class(r1192,person)	+class(r1192,staff)	-class(r1192,course)	-class(r1192,department)	-class(r1192,faculty)	-class(r1192,researchproject)	-class(r1192,student)
class(r1193,Y)	+class(r1193,person)	+class(r1193,staff)	-class(r1193,course)	-class(r1193,department)	-class(r1193,faculty)	-class(r1193,researchproject)	-class(r1193,student)
class(r1194,Y)	+class(r1194,department)	-class(r1194,course)	-class(r1194,faculty)	-class(r1194,person)	-class(r1194,researchproject)	-class(r1194,staff)	-class(r1194,student)
class(r1195,Y)	+class(r1195,course)	-class(r1195,department)	-class(r1195,faculty)	-class(r1195,person)	-class(r1195,researchproject)	-class(r1195,staff)	-class(r1195,student)
class(r1196,Y)	+class(r1196,course)	-class(r1196,department)	-class(r1196,faculty)	-class(r1196,person)	-class(r1196,researchproject)	-class(r1196,staff)	-class(r1196,student)
class(r1197,Y)	+class(r1197,course)	-class(r1197,department)	-class(r1197,faculty)	-class(r1197,person)	-class(r1197,researchproject)	-class(r1197,staff)	-class(r1197,student)
class(r1198,Y)	+class(r1198,department)	-class(r1198,course)	-class(r1198,faculty)	-class(r1198,person)	-class(r1198,researchproject)	-class(r1198,staff)	-class(r1198,student)
class(r1200,Y)	+class(r1200,department)	-class(r1200,course)	-class(r1200,faculty)	-class(r1200,person)	-class(r1200,researchproject)	-class(r1200,staff)	-class(r1200,student)
class(r1199,Y)	+class(r1199,department)	-class(r1199,course)	-class(r1199,faculty)	-class(r1199,person)	-class(r1199,researchproject)	-class(r1199,staff)	-class(r1199,student)
class(r1201,Y)	+class(r1201,department)	-class(r1201,course)	-class(r1201,faculty)	-class(r1201,person)	-class(r1201,researchproject)	-class(r1201,staff)	-class(r1201,student)
class(r1202,Y)	+class(r1202,department)	-class(r1202,course)	-class(r1202,faculty)	-class(r1202,person)	-class(r1202,researchproject)	-class(r1202,staff)	-class(r1202,student)
class(r1203,Y)	+class(r1203,department)	-class(r1203,course)	-class(r1203,faculty)	-class(r1203,person)	-class(r1203,researchproject)	-class(r1203,staff)	-class(r1203,student)
class(r1204,Y)	+class(r1204,department)	-class(r1204,course)	-class(r1204,faculty)	-class(r1204,person)	-class(r1204,researchproject)	-class(r1204,staff)	-class(r1204,student)
class(r1206,Y)	+class(r1206,department)	-class(r1206,course)	-class(r1206,faculty)	-class(r1206,person)	-class(r1206,researchproject)	-class(r1206,staff)	-class(r1206,student)
