# proved 1	predict(test00581,X1)  #v:[?].	269 msec
1	0.14566195032682294	predict(test01994,money-fx).
2	0.13315857100888046	predict(test01994,earn).
3	0.13174108571023077	predict(test01994,interest).
4	0.12287363125368242	predict(test01994,ship).
5	0.11894586566437819	predict(test01994,grain).
6	0.11861151967659957	predict(test01994,acq).
7	0.11837919152149827	predict(test01994,trade).
8	0.11062818483790739	predict(test01994,crude).
# proved 618	predict(test00850,X1)  #v:[?].	12 msec
1	0.19516059735538652	predict(test00850,ship).
2	0.18123584264469722	predict(test00850,crude).
3	0.16925923319007247	predict(test00850,trade).
4	0.14247705971311897	predict(test00850,grain).
5	0.12930479938262449	predict(test00850,earn).
6	0.0929483908429357	predict(test00850,acq).
7	0.0896140768711647	predict(test00850,money-fx).
# proved 619	predict(test01745,X1)  #v:[?].	4 msec
1	0.3022576502588298	predict(test01745,earn).
2	0.16930258687014052	predict(test01745,trade).
3	0.14813733520721625	predict(test01745,money-fx).
4	0.1475711820654448	predict(test01745,interest).
5	0.1203345900894399	predict(test01745,crude).
6	0.11239665550892879	predict(test01745,grain).
# proved 620	predict(test00163,X1)  #v:[?].	10 msec
1	0.1646196197053042	predict(test00163,ship).
2	0.15634487018859403	predict(test00163,acq).
3	0.13064428522365765	predict(test00163,earn).
4	0.1295485948365371	predict(test00163,trade).
5	0.12360949646477187	predict(test00163,money-fx).
6	0.1073321776188798	predict(test00163,crude).
7	0.10503662047242983	predict(test00163,interest).
8	0.08286433548982554	predict(test00163,grain).
# proved 621	predict(test01644,X1)  #v:[?].	4 msec
1	1.0	predict(test01644,earn).
# proved 622	predict(test01386,X1)  #v:[?].	4 msec
1	0.19772877675261918	predict(test01386,ship).
2	0.19708580490830852	predict(test01386,earn).
3	0.13127147289886687	predict(test01386,money-fx).
4	0.12995294961497802	predict(test01386,trade).
5	0.12090824005605223	predict(test01386,interest).
6	0.10534543787899876	predict(test01386,acq).
7	0.08048296999771423	predict(test01386,grain).
8	0.03722434789246223	predict(test01386,crude).
# proved 623	predict(test01938,X1)  #v:[?].	5 msec
1	0.1585905795807174	predict(test01938,acq).
2	0.1504954865506643	predict(test01938,ship).
3	0.12087533760751974	predict(test01938,trade).
4	0.11780771642510213	predict(test01938,earn).
5	0.11611102667470068	predict(test01938,money-fx).
6	0.11600120372442228	predict(test01938,crude).
7	0.11266734991843126	predict(test01938,interest).
8	0.10745129951844229	predict(test01938,grain).
# proved 624	predict(test01097,X1)  #v:[?].	2 msec
1	0.6395484492564544	predict(test01097,earn).
2	0.19247207674124364	predict(test01097,trade).
3	0.12720108743925154	predict(test01097,money-fx).
4	0.04077838656305046	predict(test01097,crude).
# proved 625	predict(test01798,X1)  #v:[?].	9 msec
1	0.263819380271102	predict(test01798,ship).
2	0.21255133414512226	predict(test01798,crude).
3	0.1803185135164759	predict(test01798,acq).
4	0.1738644987596945	predict(test01798,trade).
5	0.07138176758044182	predict(test01798,grain).
6	0.05184715204623886	predict(test01798,money-fx).
7	0.04621735368092476	predict(test01798,interest).
# proved 626	predict(test00930,X1)  #v:[?].	3 msec
1	0.44913982283869963	predict(test00930,acq).
2	0.44466518750870193	predict(test00930,ship).
3	0.10619498965259852	predict(test00930,earn).
# proved 627	predict(test01718,X1)  #v:[?].	6 msec
1	0.2929140089709724	predict(test01718,ship).
2	0.19794957960220608	predict(test01718,interest).
3	0.1951501140166777	predict(test01718,acq).
4	0.17819087245969284	predict(test01718,money-fx).
5	0.13579542495045102	predict(test01718,trade).
# proved 628	predict(test01887,X1)  #v:[?].	3 msec
1	1.0	predict(test01887,earn).
# proved 629	predict(test01770,X1)  #v:[?].	7 msec
1	0.1382046391846582	predict(test01770,ship).
2	0.12923406346763164	predict(test01770,crude).
3	0.1279213292456241	predict(test01770,acq).
4	0.12523944552234942	predict(test01770,earn).
5	0.12084813391524549	predict(test01770,trade).
6	0.1206646001010648	predict(test01770,money-fx).
7	0.1199379271943561	predict(test01770,grain).
8	0.11794986136907028	predict(test01770,interest).
# proved 630	predict(test02009,X1)  #v:[?].	3 msec
1	0.25060698409670673	predict(test02009,earn).
2	0.16850739678112434	predict(test02009,interest).
3	0.16557296823065865	predict(test02009,money-fx).
4	0.14174632108876817	predict(test02009,trade).
5	0.1383634541913207	predict(test02009,acq).
6	0.11938556050878966	predict(test02009,crude).
7	0.015817315102631804	predict(test02009,grain).
# proved 631	predict(test01279,X1)  #v:[?].	3 msec
1	0.5122413633406017	predict(test01279,earn).
2	0.4877586366593983	predict(test01279,ship).
# proved 632	predict(test00238,X1)  #v:[?].	4 msec
1	0.3353596997466309	predict(test00238,acq).
2	0.29345738012681477	predict(test00238,earn).
3	0.20497320338537298	predict(test00238,ship).
4	0.1662097167411814	predict(test00238,money-fx).
# proved 633	predict(test00562,X1)  #v:[?].	3 msec
1	0.47974049963663307	predict(test00562,earn).
2	0.37166284102805747	predict(test00562,ship).
3	0.14859665933530955	predict(test00562,trade).
# proved 634	predict(test00829,X1)  #v:[?].	6 msec
1	0.3827009568635653	predict(test00829,ship).
2	0.340712939626844	predict(test00829,trade).
3	0.2765861035095906	predict(test00829,acq).
# proved 635	predict(test00904,X1)  #v:[?].	5 msec
1	0.36927723772660004	predict(test00904,ship).
2	0.3521768139564099	predict(test00904,acq).
3	0.2785459483169901	predict(test00904,earn).
# proved 636	predict(test02125,X1)  #v:[?].	5 msec
1	0.22914872248307128	predict(test02125,acq).
2	0.22359357343616498	predict(test02125,ship).
3	0.14552629276575813	predict(test02125,earn).
4	0.13084230896240304	predict(test02125,interest).
5	0.08417002840621271	predict(test02125,crude).
6	0.06445061766047572	predict(test02125,grain).
7	0.0638588196489667	predict(test02125,money-fx).
8	0.05840963663694768	predict(test02125,trade).
# proved 637	predict(test01825,X1)  #v:[?].	10 msec
1	0.3313673413501968	predict(test01825,ship).
2	0.2877769419019185	predict(test01825,trade).
3	0.23909216448313228	predict(test01825,acq).
4	0.08075188030060998	predict(test01825,crude).
5	0.06101167196414245	predict(test01825,earn).
# proved 638	predict(test00495,X1)  #v:[?].	2 msec
1	0.702032357115186	predict(test00495,acq).
2	0.24827098573414438	predict(test00495,earn).
3	0.049696657150669704	predict(test00495,grain).
# proved 639	predict(test01689,X1)  #v:[?].	6 msec
1	0.18373597186910795	predict(test01689,ship).
2	0.15619809102626792	predict(test01689,trade).
3	0.15075143330257942	predict(test01689,acq).
4	0.12213085073462218	predict(test01689,crude).
5	0.11208605783691782	predict(test01689,money-fx).
6	0.10721802772018682	predict(test01689,grain).
7	0.09208682193876987	predict(test01689,interest).
8	0.07579274557154803	predict(test01689,earn).
# proved 640	predict(test01891,X1)  #v:[?].	4 msec
1	0.37305115314367987	predict(test01891,ship).
2	0.35706829943851576	predict(test01891,crude).
3	0.2698805474178044	predict(test01891,earn).
# proved 641	predict(test00467,X1)  #v:[?].	9 msec
1	0.19212574575247532	predict(test00467,earn).
2	0.18833680176026485	predict(test00467,ship).
3	0.1796736377330633	predict(test00467,acq).
4	0.13852939859951333	predict(test00467,money-fx).
5	0.13063200231919403	predict(test00467,trade).
6	0.1096429969419251	predict(test00467,grain).
7	0.061059416893564054	predict(test00467,crude).
# proved 642	predict(test00041,X1)  #v:[?].	3 msec
1	0.41342397119116386	predict(test00041,earn).
2	0.3899790078395938	predict(test00041,ship).
3	0.14663673840952507	predict(test00041,acq).
4	0.049960282559717246	predict(test00041,interest).
# proved 643	predict(test01369,X1)  #v:[?].	3 msec
1	0.2373240876180405	predict(test01369,earn).
2	0.15092779385141128	predict(test01369,trade).
3	0.13987433960178794	predict(test01369,ship).
4	0.12908668775769236	predict(test01369,crude).
5	0.11809034151328895	predict(test01369,grain).
6	0.11436900846260095	predict(test01369,interest).
7	0.11032774119517784	predict(test01369,money-fx).
# proved 644	predict(test00137,X1)  #v:[?].	20 msec
1	0.131546653086332	predict(test00137,ship).
2	0.12746866976989102	predict(test00137,earn).
3	0.1244393198971835	predict(test00137,crude).
4	0.12416758326829584	predict(test00137,acq).
5	0.12361559216907275	predict(test00137,money-fx).
6	0.1235351156327822	predict(test00137,grain).
7	0.1235348194926283	predict(test00137,trade).
8	0.1216922466838144	predict(test00137,interest).
# proved 645	predict(test01049,X1)  #v:[?].	5 msec
1	0.5039164494087298	predict(test01049,ship).
2	0.4960835505912701	predict(test01049,acq).
# proved 646	predict(test00897,X1)  #v:[?].	2 msec
1	0.4789643186178461	predict(test00897,earn).
2	0.19826822292857013	predict(test00897,trade).
3	0.16265442623931628	predict(test00897,grain).
4	0.1601130322142674	predict(test00897,money-fx).
# proved 647	predict(test00273,X1)  #v:[?].	3 msec
1	0.35590624941146115	predict(test00273,earn).
2	0.15941366529975462	predict(test00273,trade).
3	0.13712851201660636	predict(test00273,money-fx).
4	0.13551010908543507	predict(test00273,crude).
5	0.1297627470239145	predict(test00273,interest).
6	0.08227871716282832	predict(test00273,grain).
# proved 648	predict(test00989,X1)  #v:[?].	9 msec
1	0.3636829089898142	predict(test00989,ship).
2	0.34827034328746087	predict(test00989,acq).
3	0.28804674772272476	predict(test00989,earn).
# proved 649	predict(test01580,X1)  #v:[?].	3 msec
1	1.0	predict(test01580,earn).
# proved 650	predict(test00817,X1)  #v:[?].	3 msec
1	0.6325356993226776	predict(test00817,earn).
2	0.18983101805331687	predict(test00817,money-fx).
3	0.17763328262400546	predict(test00817,trade).
# proved 651	predict(test01575,X1)  #v:[?].	5 msec
1	0.1575050381967875	predict(test01575,earn).
2	0.14849380610961777	predict(test01575,ship).
3	0.12498428964382365	predict(test01575,acq).
4	0.12302984611452338	predict(test01575,trade).
5	0.1218930927237097	predict(test01575,money-fx).
6	0.12117179227987045	predict(test01575,interest).
7	0.10474196884828248	predict(test01575,crude).
8	0.09818016608338513	predict(test01575,grain).
# proved 652	predict(test02051,X1)  #v:[?].	2 msec
1	0.4294234207861874	predict(test02051,earn).
2	0.17754454193342908	predict(test02051,trade).
3	0.14402679541300134	predict(test02051,crude).
4	0.13340245083418997	predict(test02051,money-fx).
5	0.11560279103319222	predict(test02051,interest).
# proved 653	predict(test01846,X1)  #v:[?].	2 msec
1	0.5622336949088619	predict(test01846,earn).
2	0.1618672099118803	predict(test01846,trade).
3	0.11396657904086674	predict(test01846,acq).
4	0.08730493295496726	predict(test01846,crude).
5	0.0746275831834238	predict(test01846,money-fx).
# proved 654	predict(test02146,X1)  #v:[?].	4 msec
1	0.5763527112661564	predict(test02146,earn).
2	0.39288674436550375	predict(test02146,ship).
3	0.03076054436833992	predict(test02146,acq).
# proved 655	predict(test00526,X1)  #v:[?].	2 msec
1	0.7779121891471066	predict(test00526,earn).
2	0.22208781085289336	predict(test00526,acq).
# proved 656	predict(test02074,X1)  #v:[?].	5 msec
1	0.15239316610949935	predict(test02074,acq).
2	0.14224170181368231	predict(test02074,ship).
3	0.13966819195983057	predict(test02074,earn).
4	0.12447543113047692	predict(test02074,crude).
5	0.12339957405754086	predict(test02074,trade).
6	0.11398588202177848	predict(test02074,grain).
7	0.11332318066935496	predict(test02074,money-fx).
8	0.09051287223783644	predict(test02074,interest).
# proved 657	predict(test01863,X1)  #v:[?].	4 msec
1	0.31246301230186774	predict(test01863,acq).
2	0.2735290319678691	predict(test01863,earn).
3	0.2711925730539276	predict(test01863,ship).
4	0.12765985887276515	predict(test01863,money-fx).
5	0.015155523803570381	predict(test01863,trade).
# proved 658	predict(test00764,X1)  #v:[?].	4 msec
1	0.15380976204064858	predict(test00764,acq).
2	0.15070735040530017	predict(test00764,ship).
3	0.13147425703513757	predict(test00764,earn).
4	0.12244261075644658	predict(test00764,interest).
5	0.12098514727697339	predict(test00764,money-fx).
6	0.11379682527237059	predict(test00764,crude).
7	0.11348019020363596	predict(test00764,trade).
8	0.0933038570094871	predict(test00764,grain).
# proved 659	predict(test00342,X1)  #v:[?].	4 msec
1	0.5453885836581871	predict(test00342,earn).
2	0.3742835011667707	predict(test00342,crude).
3	0.04841195707658369	predict(test00342,money-fx).
4	0.03191595809845855	predict(test00342,interest).
# proved 660	predict(test00296,X1)  #v:[?].	7 msec
1	0.5243669321429083	predict(test00296,acq).
2	0.4576007460385917	predict(test00296,ship).
3	0.018032321818500067	predict(test00296,earn).
# proved 661	predict(test01312,X1)  #v:[?].	5 msec
1	0.20382808072065728	predict(test01312,acq).
2	0.19730314952007508	predict(test01312,ship).
3	0.1800290956044382	predict(test01312,earn).
4	0.12002180838227823	predict(test01312,trade).
5	0.1147290739103736	predict(test01312,crude).
6	0.11011902134904192	predict(test01312,grain).
7	0.0739697705131357	predict(test01312,money-fx).
# proved 662	predict(test00810,X1)  #v:[?].	5 msec
1	0.19086634141366723	predict(test00810,earn).
2	0.18584118580789105	predict(test00810,ship).
3	0.14985198118682092	predict(test00810,crude).
4	0.14163946802383673	predict(test00810,acq).
5	0.10186717490305298	predict(test00810,trade).
6	0.09205785381655329	predict(test00810,money-fx).
7	0.08086898152318608	predict(test00810,interest).
8	0.05700701332499163	predict(test00810,grain).
# proved 663	predict(test00606,X1)  #v:[?].	9 msec
1	0.24092294406142134	predict(test00606,ship).
2	0.23869774170172814	predict(test00606,acq).
3	0.16726087986370505	predict(test00606,earn).
4	0.1309845137307707	predict(test00606,crude).
5	0.12547557732888992	predict(test00606,money-fx).
6	0.09665834331348487	predict(test00606,grain).
# proved 664	predict(test00447,X1)  #v:[?].	4 msec
1	0.15567919822850465	predict(test00447,ship).
2	0.1440138233568028	predict(test00447,interest).
3	0.13468795481400941	predict(test00447,money-fx).
4	0.1263947660834387	predict(test00447,acq).
5	0.11524020791986117	predict(test00447,trade).
6	0.11194515939225637	predict(test00447,crude).
7	0.10942133635570633	predict(test00447,earn).
8	0.10261755384942056	predict(test00447,grain).
# proved 665	predict(test01189,X1)  #v:[?].	5 msec
1	0.16488396153453821	predict(test01189,acq).
2	0.13935448312664062	predict(test01189,ship).
3	0.12991595808684261	predict(test01189,earn).
4	0.12883193601399923	predict(test01189,interest).
5	0.12346435137526232	predict(test01189,crude).
6	0.11218341248894573	predict(test01189,trade).
7	0.10954465560598582	predict(test01189,grain).
8	0.09182124176778542	predict(test01189,money-fx).
# proved 666	predict(test00882,X1)  #v:[?].	2 msec
1	0.4148487591101982	predict(test00882,ship).
2	0.3767975475615058	predict(test00882,acq).
3	0.2083536933282961	predict(test00882,interest).
# proved 667	predict(test01728,X1)  #v:[?].	4 msec
1	0.165734940136585	predict(test01728,acq).
2	0.1574422816354318	predict(test01728,ship).
3	0.13185493882505772	predict(test01728,earn).
4	0.11922287958039354	predict(test01728,interest).
5	0.11129104132505678	predict(test01728,trade).
6	0.10932910729600583	predict(test01728,crude).
7	0.10470898814019644	predict(test01728,grain).
8	0.10041582306127299	predict(test01728,money-fx).
# proved 668	predict(test01969,X1)  #v:[?].	5 msec
1	0.4668593300085193	predict(test01969,earn).
2	0.327922477532396	predict(test01969,ship).
3	0.20521819245908468	predict(test01969,acq).
# proved 669	predict(test00693,X1)  #v:[?].	2 msec
1	0.39219525395913185	predict(test00693,earn).
2	0.1824806000451466	predict(test00693,trade).
3	0.13485693761415168	predict(test00693,interest).
4	0.13437301436487373	predict(test00693,money-fx).
5	0.12162807865489207	predict(test00693,crude).
6	0.03446611536180415	predict(test00693,grain).
# proved 670	predict(test00589,X1)  #v:[?].	2 msec
1	1.0	predict(test00589,earn).
# proved 671	predict(test01594,X1)  #v:[?].	2 msec
1	1.0	predict(test01594,earn).
# proved 672	predict(test01373,X1)  #v:[?].	2 msec
1	0.9532496958818754	predict(test01373,interest).
2	0.04675030411812464	predict(test01373,acq).
# proved 673	predict(test01414,X1)  #v:[?].	2 msec
1	1.0	predict(test01414,earn).
