# proved 1	predict(train00626,X1)  #v:[?].	352 msec
# proved 1815	predict(train03484,X1)  #v:[?].	5 msec
1	1.0	predict(train03484,earn).
# proved 1816	predict(train01764,X1)  #v:[?].	4 msec
1	0.5318202163253537	predict(train01764,earn).
2	0.4681797836746463	predict(train01764,crude).
# proved 1817	predict(train00138,X1)  #v:[?].	2 msec
1	1.0	predict(train00138,earn).
# proved 1818	predict(train05007,X1)  #v:[?].	4 msec
1	0.5209975062345126	predict(train05007,earn).
2	0.47900249376548737	predict(train05007,acq).
# proved 1819	predict(train03937,X1)  #v:[?].	3 msec
1	1.0	predict(train03937,earn).
# proved 1820	predict(train01139,X1)  #v:[?].	11 msec
1	0.5120042894413976	predict(train01139,earn).
2	0.48799571055860247	predict(train01139,acq).
# proved 1821	predict(train04728,X1)  #v:[?].	2 msec
1	1.0	predict(train04728,earn).
# proved 1822	predict(train04818,X1)  #v:[?].	2 msec
1	0.5551274051781896	predict(train04818,earn).
2	0.4448725948218103	predict(train04818,acq).
# proved 1823	predict(train01636,X1)  #v:[?].	2 msec
1	1.0	predict(train01636,earn).
# proved 1824	predict(train00498,X1)  #v:[?].	3 msec
1	1.0	predict(train00498,earn).
# proved 1825	predict(train01485,X1)  #v:[?].	2 msec
1	1.0	predict(train01485,earn).
# proved 1826	predict(train02502,X1)  #v:[?].	2 msec
1	1.0	predict(train02502,earn).
# proved 1827	predict(train00009,X1)  #v:[?].	4 msec
1	1.0	predict(train00009,earn).
# proved 1828	predict(train01974,X1)  #v:[?].	11 msec
1	0.48310333350166823	predict(train01974,earn).
2	0.42137990902906497	predict(train01974,trade).
3	0.07618012271318853	predict(train01974,grain).
4	0.01933663475607823	predict(train01974,crude).
# proved 1829	predict(train04610,X1)  #v:[?].	3 msec
1	0.5584509073560965	predict(train04610,earn).
2	0.43952070877248794	predict(train04610,acq).
3	0.0020283838714154675	predict(train04610,crude).
# proved 1830	predict(train04752,X1)  #v:[?].	3 msec
1	1.0	predict(train04752,earn).
# proved 1831	predict(train04271,X1)  #v:[?].	4 msec
1	1.0	predict(train04271,earn).
# proved 1832	predict(train04796,X1)  #v:[?].	6 msec
1	1.0	predict(train04796,earn).
# proved 1833	predict(train03884,X1)  #v:[?].	2 msec
1	1.0	predict(train03884,earn).
# proved 1834	predict(train03393,X1)  #v:[?].	4 msec
1	0.5174885681820751	predict(train03393,earn).
2	0.48251143181792494	predict(train03393,acq).
# proved 1835	predict(train03080,X1)  #v:[?].	8 msec
1	0.5329287993015293	predict(train03080,earn).
2	0.46707120069847075	predict(train03080,trade).
# proved 1836	predict(train00668,X1)  #v:[?].	2 msec
1	1.0	predict(train00668,crude).
# proved 1837	predict(train04930,X1)  #v:[?].	3 msec
1	1.0	predict(train04930,earn).
# proved 1838	predict(train03210,X1)  #v:[?].	3 msec
1	1.0	predict(train03210,earn).
# proved 1839	predict(train02475,X1)  #v:[?].	2 msec
1	1.0	predict(train02475,acq).
# proved 1840	predict(train01130,X1)  #v:[?].	4 msec
1	0.4704309001017263	predict(train01130,earn).
2	0.3327584850191677	predict(train01130,money-fx).
3	0.196810614879106	predict(train01130,interest).
# proved 1841	predict(train01594,X1)  #v:[?].	5 msec
1	0.5450119186482364	predict(train01594,earn).
2	0.4549880813517636	predict(train01594,acq).
# proved 1842	predict(train03074,X1)  #v:[?].	5 msec
1	0.49886941580109356	predict(train03074,earn).
2	0.33295416828755175	predict(train03074,acq).
3	0.15791335577078416	predict(train03074,ship).
4	0.010263060140570645	predict(train03074,interest).
# proved 1843	predict(train02942,X1)  #v:[?].	4 msec
1	0.5221572136865853	predict(train02942,earn).
2	0.4778427863134148	predict(train02942,acq).
# proved 1844	predict(train04704,X1)  #v:[?].	4 msec
1	0.5302971519159659	predict(train04704,earn).
2	0.44134601015835057	predict(train04704,acq).
3	0.02835683792568359	predict(train04704,crude).
# proved 1845	predict(train04785,X1)  #v:[?].	6 msec
1	0.5173782297914808	predict(train04785,earn).
2	0.4826217702085192	predict(train04785,acq).
# proved 1846	predict(train05468,X1)  #v:[?].	2 msec
1	1.0	predict(train05468,earn).
# proved 1847	predict(train01410,X1)  #v:[?].	2 msec
1	1.0	predict(train01410,earn).
# proved 1848	predict(train04720,X1)  #v:[?].	4 msec
1	0.3774378428383444	predict(train04720,earn).
2	0.3208040213079994	predict(train04720,crude).
3	0.30175813585365613	predict(train04720,acq).
# proved 1849	predict(train00766,X1)  #v:[?].	1 msec
1	1.0	predict(train00766,earn).
# proved 1850	predict(train03278,X1)  #v:[?].	4 msec
1	0.5211159328079717	predict(train03278,earn).
2	0.47888406719202825	predict(train03278,acq).
# proved 1851	predict(train01873,X1)  #v:[?].	3 msec
1	1.0	predict(train01873,earn).
# proved 1852	predict(train00789,X1)  #v:[?].	1 msec
1	0.5718854484086483	predict(train00789,earn).
2	0.42811455159135164	predict(train00789,acq).
# proved 1853	predict(train00571,X1)  #v:[?].	2 msec
1	1.0	predict(train00571,earn).
# proved 1854	predict(train02031,X1)  #v:[?].	4 msec
1	0.5414867469478735	predict(train02031,earn).
2	0.4585132530521266	predict(train02031,acq).
# proved 1855	predict(train01537,X1)  #v:[?].	2 msec
1	0.5562259652038978	predict(train01537,earn).
2	0.3477491798146526	predict(train01537,crude).
3	0.09602485498144968	predict(train01537,acq).
# proved 1856	predict(train00332,X1)  #v:[?].	10 msec
1	0.4565856670372376	predict(train00332,earn).
2	0.36385325211000646	predict(train00332,ship).
3	0.10792510440983986	predict(train00332,trade).
4	0.07163597644291617	predict(train00332,crude).
# proved 1857	predict(train01750,X1)  #v:[?].	2 msec
1	1.0	predict(train01750,earn).
# proved 1858	predict(train03703,X1)  #v:[?].	2 msec
1	0.7946771209912786	predict(train03703,acq).
2	0.20532287900872148	predict(train03703,earn).
# proved 1859	predict(train00094,X1)  #v:[?].	16 msec
1	0.31533793869809806	predict(train00094,earn).
2	0.2437947923377795	predict(train00094,acq).
3	0.23916005807016977	predict(train00094,money-fx).
4	0.2017072108939527	predict(train00094,crude).
# proved 1860	predict(train01180,X1)  #v:[?].	7 msec
1	0.4877107609076182	predict(train01180,earn).
2	0.40465710150623474	predict(train01180,interest).
3	0.06591193280164243	predict(train01180,money-fx).
4	0.04172020478450479	predict(train01180,ship).
# proved 1861	predict(train03899,X1)  #v:[?].	3 msec
1	1.0	predict(train03899,earn).
# proved 1862	predict(train05197,X1)  #v:[?].	3 msec
1	1.0	predict(train05197,earn).
# proved 1863	predict(train00731,X1)  #v:[?].	4 msec
1	0.5355475399119842	predict(train00731,earn).
2	0.46445246008801583	predict(train00731,acq).
# proved 1864	predict(train03499,X1)  #v:[?].	10 msec
1	0.38077561297526596	predict(train03499,earn).
2	0.31297075240211936	predict(train03499,money-fx).
3	0.3062536346226147	predict(train03499,interest).
# proved 1865	predict(train02858,X1)  #v:[?].	2 msec
1	1.0	predict(train02858,earn).
# proved 1866	predict(train02570,X1)  #v:[?].	8 msec
1	0.5641477315763864	predict(train02570,earn).
2	0.4358522684236136	predict(train02570,acq).
# proved 1867	predict(train01648,X1)  #v:[?].	7 msec
1	0.5165831523569755	predict(train01648,earn).
2	0.4834168476430245	predict(train01648,acq).
# proved 1868	predict(train04806,X1)  #v:[?].	6 msec
1	0.5176607199648952	predict(train04806,earn).
2	0.4823392800351049	predict(train04806,acq).
# proved 1869	predict(train03169,X1)  #v:[?].	2 msec
1	0.5273881501971308	predict(train03169,earn).
2	0.4726118498028692	predict(train03169,acq).
# proved 1870	predict(train00543,X1)  #v:[?].	4 msec
1	0.519066799414848	predict(train00543,earn).
2	0.48093320058515204	predict(train00543,acq).
# proved 1871	predict(train01219,X1)  #v:[?].	11 msec
1	0.4299812330027971	predict(train01219,earn).
2	0.3160059873700819	predict(train01219,ship).
3	0.254012779627121	predict(train01219,acq).
# proved 1872	predict(train05004,X1)  #v:[?].	4 msec
1	1.0	predict(train05004,earn).
# proved 1873	predict(train04184,X1)  #v:[?].	5 msec
1	0.5263268559502569	predict(train04184,earn).
2	0.4736731440497431	predict(train04184,crude).
# proved 1874	predict(train04496,X1)  #v:[?].	2 msec
1	1.0	predict(train04496,earn).
# proved 1875	predict(train03893,X1)  #v:[?].	4 msec
1	0.5684851629865438	predict(train03893,earn).
2	0.4315148370134561	predict(train03893,ship).
# proved 1876	predict(train00709,X1)  #v:[?].	2 msec
1	1.0	predict(train00709,acq).
# proved 1877	predict(train02399,X1)  #v:[?].	4 msec
1	0.5146944795965808	predict(train02399,earn).
2	0.4853055204034193	predict(train02399,acq).
# proved 1878	predict(train03778,X1)  #v:[?].	5 msec
1	0.5848217009327707	predict(train03778,earn).
2	0.4151782990672293	predict(train03778,acq).
# proved 1879	predict(train04908,X1)  #v:[?].	4 msec
1	1.0	predict(train04908,earn).
# proved 1880	predict(train02359,X1)  #v:[?].	2 msec
1	0.7874648357677779	predict(train02359,earn).
2	0.21253516423222207	predict(train02359,acq).
# proved 1881	predict(train03822,X1)  #v:[?].	2 msec
1	1.0	predict(train03822,earn).
# proved 1882	predict(train01998,X1)  #v:[?].	1 msec
1	1.0	predict(train01998,earn).
# proved 1883	predict(train03249,X1)  #v:[?].	1 msec
1	0.5626551948682283	predict(train03249,earn).
2	0.4373448051317716	predict(train03249,acq).
# proved 1884	predict(train03732,X1)  #v:[?].	2 msec
1	1.0	predict(train03732,earn).
# proved 1885	predict(train03855,X1)  #v:[?].	4 msec
1	0.5508643961959853	predict(train03855,earn).
2	0.44913560380401474	predict(train03855,acq).
# proved 1886	predict(train05277,X1)  #v:[?].	2 msec
1	1.0	predict(train05277,earn).
# proved 1887	predict(train02201,X1)  #v:[?].	3 msec
1	1.0	predict(train02201,earn).
# proved 1888	predict(train03441,X1)  #v:[?].	3 msec
1	1.0	predict(train03441,earn).
# proved 1889	predict(train02112,X1)  #v:[?].	7 msec
1	1.0	predict(train02112,earn).
# proved 1890	predict(train03247,X1)  #v:[?].	4 msec
1	0.5170965426009684	predict(train03247,earn).
2	0.4829034573990316	predict(train03247,acq).
# proved 1891	predict(train05443,X1)  #v:[?].	2 msec
1	1.0	predict(train05443,earn).
# proved 1892	predict(train01233,X1)  #v:[?].	4 msec
1	0.42332101399026023	predict(train01233,earn).
2	0.2788303261066122	predict(train01233,ship).
3	0.155476661816763	predict(train01233,grain).
4	0.11602202166332844	predict(train01233,acq).
5	0.026349976423036253	predict(train01233,crude).
# proved 1893	predict(train04872,X1)  #v:[?].	2 msec
1	0.8632696067566019	predict(train04872,interest).
2	0.13673039324339809	predict(train04872,crude).
# proved 1894	predict(train01150,X1)  #v:[?].	4 msec
1	0.4462132235883754	predict(train01150,earn).
2	0.3696426403579787	predict(train01150,interest).
3	0.18414413605364585	predict(train01150,money-fx).
# proved 1895	predict(train04922,X1)  #v:[?].	4 msec
1	0.3596703744552028	predict(train04922,earn).
2	0.2778095662832232	predict(train04922,interest).
3	0.22622707931102543	predict(train04922,money-fx).
4	0.1362929799505486	predict(train04922,trade).
# proved 1896	predict(train03130,X1)  #v:[?].	2 msec
1	1.0	predict(train03130,earn).
# proved 1897	predict(train01276,X1)  #v:[?].	5 msec
1	0.5187412449420491	predict(train01276,earn).
2	0.481258755057951	predict(train01276,acq).
# proved 1898	predict(train00058,X1)  #v:[?].	3 msec
1	1.0	predict(train00058,earn).
# proved 1899	predict(train00032,X1)  #v:[?].	3 msec
1	1.0	predict(train00032,earn).
# proved 1900	predict(train02392,X1)  #v:[?].	3 msec
1	1.0	predict(train02392,earn).
# proved 1901	predict(train02604,X1)  #v:[?].	3 msec
1	1.0	predict(train02604,earn).
# proved 1902	predict(train01894,X1)  #v:[?].	8 msec
1	1.0	predict(train01894,earn).
# proved 1903	predict(train02460,X1)  #v:[?].	8 msec
1	0.5226644567090979	predict(train02460,earn).
2	0.4773355432909022	predict(train02460,acq).
# proved 1904	predict(train00587,X1)  #v:[?].	15 msec
1	0.5223916320095169	predict(train00587,earn).
2	0.47760836799048306	predict(train00587,crude).
# proved 1905	predict(train01595,X1)  #v:[?].	5 msec
1	0.7494061322237973	predict(train01595,earn).
2	0.25059386777620274	predict(train01595,acq).
# proved 1906	predict(train00566,X1)  #v:[?].	5 msec
1	0.5149181866957248	predict(train00566,earn).
2	0.4850818133042752	predict(train00566,acq).
# proved 1907	predict(train03582,X1)  #v:[?].	3 msec
1	1.0	predict(train03582,earn).
# proved 1908	predict(train04667,X1)  #v:[?].	5 msec
1	0.48694732006156605	predict(train04667,earn).
2	0.3677316427148055	predict(train04667,acq).
3	0.14532103722362838	predict(train04667,trade).
# proved 1909	predict(train02405,X1)  #v:[?].	3 msec
1	1.0	predict(train02405,earn).
# proved 1910	predict(train02679,X1)  #v:[?].	3 msec
1	1.0	predict(train02679,earn).
# proved 1911	predict(train02084,X1)  #v:[?].	4 msec
1	0.5315557934530135	predict(train02084,earn).
2	0.4684442065469865	predict(train02084,acq).
# proved 1912	predict(train03429,X1)  #v:[?].	3 msec
1	1.0	predict(train03429,earn).
# proved 1913	predict(train03932,X1)  #v:[?].	7 msec
1	0.5232132719385525	predict(train03932,earn).
2	0.3603652863402766	predict(train03932,acq).
3	0.1164214417211708	predict(train03932,crude).
# proved 1914	predict(train01775,X1)  #v:[?].	3 msec
1	0.6282982344402371	predict(train01775,earn).
2	0.37170176555976286	predict(train01775,acq).
# proved 1915	predict(train03197,X1)  #v:[?].	4 msec
1	0.5114517485954018	predict(train03197,earn).
2	0.4885482514045981	predict(train03197,acq).
# proved 1916	predict(train03010,X1)  #v:[?].	2 msec
1	1.0	predict(train03010,earn).
# proved 1917	predict(train04122,X1)  #v:[?].	6 msec
1	0.5199017568463612	predict(train04122,earn).
2	0.4056808564453705	predict(train04122,money-fx).
3	0.07441738670826835	predict(train04122,trade).
# proved 1918	predict(train00470,X1)  #v:[?].	4 msec
1	0.5504994333425193	predict(train00470,earn).
2	0.4495005666574807	predict(train00470,acq).
# proved 1919	predict(train03082,X1)  #v:[?].	2 msec
1	1.0	predict(train03082,earn).
# proved 1920	predict(train02184,X1)  #v:[?].	2 msec
1	1.0	predict(train02184,earn).
# proved 1921	predict(train03740,X1)  #v:[?].	4 msec
1	0.8811643654844885	predict(train03740,earn).
2	0.11883563451551155	predict(train03740,acq).
# proved 1922	predict(train05338,X1)  #v:[?].	1 msec
1	0.5154339813450246	predict(train05338,earn).
2	0.46395288549199204	predict(train05338,interest).
3	0.020613133162983382	predict(train05338,money-fx).
# proved 1923	predict(train03055,X1)  #v:[?].	1 msec
1	1.0	predict(train03055,crude).
# proved 1924	predict(train05478,X1)  #v:[?].	3 msec
1	1.0	predict(train05478,earn).
# proved 1925	predict(train04118,X1)  #v:[?].	3 msec
1	1.0	predict(train04118,earn).
# proved 1926	predict(train01203,X1)  #v:[?].	8 msec
1	0.5216385385482196	predict(train01203,earn).
2	0.4783614614517805	predict(train01203,acq).
# proved 1927	predict(train05410,X1)  #v:[?].	12 msec
1	0.5604143317151549	predict(train05410,earn).
2	0.43958566828484513	predict(train05410,grain).
# proved 1928	predict(train04668,X1)  #v:[?].	3 msec
1	1.0	predict(train04668,earn).
# proved 1929	predict(train00980,X1)  #v:[?].	4 msec
1	0.5318704124656005	predict(train00980,earn).
2	0.46812958753439954	predict(train00980,acq).
# proved 1930	predict(train03713,X1)  #v:[?].	4 msec
1	0.5322568542446486	predict(train03713,earn).
2	0.46774314575535136	predict(train03713,acq).
# proved 1931	predict(train01170,X1)  #v:[?].	1 msec
1	0.5288948868568881	predict(train01170,earn).
2	0.4711051131431118	predict(train01170,interest).
# proved 1932	predict(train01814,X1)  #v:[?].	5 msec
1	1.0	predict(train01814,earn).
# proved 1933	predict(train03958,X1)  #v:[?].	3 msec
1	0.7971241308540806	predict(train03958,earn).
2	0.20287586914591932	predict(train03958,crude).
# proved 1934	predict(train02271,X1)  #v:[?].	2 msec
1	1.0	predict(train02271,earn).
# proved 1935	predict(train04211,X1)  #v:[?].	8 msec
1	0.4567315108612117	predict(train04211,earn).
2	0.2873316858035692	predict(train04211,acq).
3	0.25593680333521907	predict(train04211,crude).
# proved 1936	predict(train02516,X1)  #v:[?].	2 msec
1	1.0	predict(train02516,earn).
# proved 1937	predict(train03015,X1)  #v:[?].	3 msec
1	1.0	predict(train03015,earn).
# proved 1938	predict(train04005,X1)  #v:[?].	10 msec
1	0.35253245837509545	predict(train04005,earn).
2	0.30718909835506736	predict(train04005,acq).
3	0.23096372584688063	predict(train04005,crude).
4	0.10931471742295658	predict(train04005,interest).
# proved 1939	predict(train04204,X1)  #v:[?].	3 msec
1	1.0	predict(train04204,earn).
# proved 1940	predict(train05202,X1)  #v:[?].	4 msec
1	0.6111125116799397	predict(train05202,earn).
2	0.38888748832006026	predict(train05202,acq).
# proved 1941	predict(train04247,X1)  #v:[?].	3 msec
1	1.0	predict(train04247,earn).
# proved 1942	predict(train04212,X1)  #v:[?].	1 msec
1	0.5638261803889989	predict(train04212,earn).
2	0.43617381961100105	predict(train04212,interest).
# proved 1943	predict(train03375,X1)  #v:[?].	4 msec
1	1.0	predict(train03375,earn).
# proved 1944	predict(train01630,X1)  #v:[?].	3 msec
1	0.54790611685636	predict(train01630,earn).
2	0.45209388314364	predict(train01630,acq).
# proved 1945	predict(train02438,X1)  #v:[?].	3 msec
1	1.0	predict(train02438,earn).
# proved 1946	predict(train05408,X1)  #v:[?].	14 msec
1	0.4919459926763403	predict(train05408,earn).
2	0.4080084727112832	predict(train05408,trade).
3	0.1000455346123764	predict(train05408,crude).
# proved 1947	predict(train01951,X1)  #v:[?].	2 msec
1	1.0	predict(train01951,earn).
# proved 1948	predict(train03490,X1)  #v:[?].	3 msec
1	1.0	predict(train03490,earn).
# proved 1949	predict(train05133,X1)  #v:[?].	4 msec
1	0.6572300689783775	predict(train05133,earn).
2	0.34276993102162245	predict(train05133,trade).
# proved 1950	predict(train01471,X1)  #v:[?].	4 msec
1	0.5230937714108619	predict(train01471,earn).
2	0.47690622858913817	predict(train01471,acq).
